id,att_covid,att_vaccine,att_safety,demographic_age,demographic_income,demographic_education
1304,5.0,5.0,4.0,60,1912669.546335331,2
1305,5.0,5.0,5.0,79,517315.73173018073,3
1306,5.0,5.0,5.0,65,52130.00400461354,4
1307,5.0,5.0,5.0,75,1783045.0108302964,4
1308,5.0,5.0,4.0,56,1737667.9761780545,1
1309,5.0,5.0,5.0,41,600774.8430993754,5
1310,5.0,5.0,5.0,47,725138.7540939619,5
1311,5.0,5.0,4.0,69,50042.87878275171,5
1312,5.0,6.0,5.0,75,2403943.8024254534,2
1313,5.0,5.0,4.0,54,642379.3495223962,3
1314,5.0,5.0,5.0,69,1907544.1488516647,5
1315,5.0,5.0,5.0,56,3133984.3463832396,1
1316,5.0,5.0,5.0,61,56024.45291231495,4
1317,4.0,5.0,5.0,57,1990411.4341160005,1
1318,5.0,5.0,4.0,77,715766.4782177381,3
1319,5.0,5.0,5.0,63,463573.7057418654,0
1320,5.0,5.0,4.0,34,13277.61672933525,2
1321,5.0,4.0,4.0,30,1340643.1231375067,5
1322,4.0,5.0,5.0,72,261842.34773543035,2
1323,5.0,5.0,4.0,56,950434.0128861006,5
1324,5.0,5.0,5.0,79,4077023.7963248994,1
1325,4.0,5.0,5.0,33,3700451.3248377633,2
1326,5.0,5.0,5.0,76,686974.2365038112,3
1327,5.0,5.0,4.0,56,26639.176249941833,1
1328,4.0,5.0,4.0,24,1261408.1144210377,3
1329,5.0,5.0,4.0,46,2276799.388643374,3
1330,5.0,5.0,4.0,59,433614.94025939587,2
1331,5.0,5.0,5.0,45,1522915.7590766079,4
1332,5.0,5.0,5.0,58,950170.7391256025,1
1333,5.0,5.0,5.0,79,1563796.1191576212,2
1334,5.0,4.0,4.0,25,990790.7249092612,2
1335,5.0,5.0,5.0,59,1857344.3268088808,1
1336,5.0,5.0,5.0,43,971499.9246698858,4
1337,5.0,5.0,4.0,77,2441639.4555127225,1
1338,5.0,4.0,5.0,27,480209.1579610529,2
1339,5.0,5.0,4.0,33,326607.5885027647,2
1340,4.0,5.0,5.0,43,1294269.7838688223,2
1341,4.0,5.0,4.0,39,589097.3155452966,0
1342,5.0,5.0,4.0,77,247216.72415569384,0
1343,5.0,5.0,5.0,63,1279354.7301720504,4
1344,5.0,5.0,4.0,22,558117.0581760742,1
1345,5.0,5.0,4.0,60,1204850.6607840543,0
1346,5.0,5.0,4.0,69,3610468.2094196407,0
1347,4.0,5.0,5.0,24,989274.7853832846,1
1348,5.0,5.0,4.0,55,3198234.162678192,3
1349,5.0,5.0,4.0,60,2441648.972944848,4
1350,5.0,4.0,5.0,57,1433087.3907156938,0
1351,5.0,4.0,4.0,69,3041333.5825909437,0
1352,5.0,5.0,5.0,28,3227123.7212362825,3
1353,5.0,4.0,4.0,30,71406.19477602195,1
1354,5.0,5.0,4.0,70,1617458.0881921856,0
1355,4.0,5.0,5.0,41,223891.38263298303,2
1356,5.0,5.0,5.0,26,954851.1381919672,3
1357,4.0,5.0,4.0,44,671238.7360604955,3
1358,5.0,5.0,5.0,78,1142913.059639014,0
1359,5.0,4.0,4.0,22,1393022.0746761675,3
1360,5.0,5.0,4.0,52,2041496.2108501934,4
1361,5.0,5.0,4.0,75,1938723.1463091813,2
1362,5.0,5.0,4.0,26,1980415.2623949044,1
1363,5.0,5.0,5.0,42,3132459.470036623,4
1364,5.0,5.0,4.0,73,1076789.845967841,1
1365,5.0,5.0,5.0,76,1692333.2824604276,0
1366,5.0,5.0,5.0,58,2774382.7592765745,1
1367,5.0,5.0,5.0,60,3538408.7555116243,0
1368,5.0,5.0,4.0,39,420451.2965546475,1
1369,4.0,4.0,5.0,26,3310468.073818168,2
1370,5.0,5.0,5.0,68,3261386.155618528,4
1371,5.0,5.0,5.0,75,1245780.413735636,4
1372,5.0,5.0,5.0,74,812971.4161294849,4
1373,5.0,5.0,4.0,53,2567061.128541707,2
1374,5.0,5.0,5.0,35,1454221.9121323263,2
1375,5.0,5.0,4.0,44,2365701.5443792483,1
1376,5.0,5.0,4.0,78,841963.1420786866,1
1377,4.0,5.0,4.0,41,836682.3490131114,1
1378,5.0,5.0,4.0,70,474276.89139442454,4
1379,5.0,5.0,4.0,49,2051194.2984923543,4
1380,5.0,5.0,5.0,29,953699.1764857366,4
1381,5.0,5.0,4.0,43,1536426.1936664486,0
1382,5.0,5.0,4.0,47,127574.46762572622,5
1383,5.0,5.0,5.0,37,399175.68869741296,3
1384,5.0,5.0,5.0,36,174549.48985455133,3
1385,5.0,4.0,5.0,54,3167601.2403856013,3
1386,5.0,5.0,5.0,48,1574006.5078637416,3
1387,5.0,5.0,5.0,76,2280027.3385286178,3
1388,5.0,4.0,4.0,51,2187252.121508333,3
1389,5.0,5.0,4.0,68,350503.6729563521,4
1390,4.0,5.0,4.0,39,977001.9978733086,1
1391,5.0,5.0,5.0,27,2345500.8933055364,4
1392,5.0,5.0,5.0,26,1334933.0678396549,3
1393,5.0,5.0,4.0,29,1615355.1710229996,2
1394,5.0,5.0,4.0,48,2217179.8610542375,3
1395,5.0,5.0,4.0,33,364730.6141478257,3
1396,5.0,5.0,4.0,48,269207.5471163541,3
1397,5.0,5.0,5.0,70,3515072.3573090737,0
1398,5.0,4.0,5.0,39,623663.7105078086,1
1399,5.0,5.0,5.0,60,1401508.6719226483,2
1400,5.0,5.0,4.0,25,1882328.8632138362,3
1401,5.0,5.0,5.0,55,833843.0626990579,3
1402,5.0,5.0,4.0,31,3626872.967922358,1
1403,5.0,5.0,4.0,65,631372.854228216,2
1404,5.0,5.0,4.0,64,1028654.5380586764,0
1405,5.0,5.0,4.0,54,2471990.4079856146,2
1406,5.0,5.0,4.0,70,2211451.411956578,2
1407,5.0,5.0,5.0,54,199303.28436569168,2
1408,5.0,5.0,4.0,37,15928.528123009823,5
1409,5.0,4.0,4.0,55,1943895.4457945311,1
1410,5.0,5.0,5.0,65,2597594.702407203,3
1411,5.0,5.0,5.0,65,1693051.2709641466,3
1412,5.0,5.0,5.0,54,2299659.3547830964,0
1413,4.0,4.0,4.0,59,1853150.7955526223,0
1414,5.0,5.0,5.0,40,553780.6260606692,4
1415,5.0,5.0,5.0,29,1795345.3968776944,5
1416,4.0,5.0,5.0,36,1416823.444647473,2
1417,5.0,5.0,4.0,50,712165.1708111188,3
1418,5.0,5.0,4.0,75,747067.8307336448,1
1419,5.0,4.0,5.0,53,224969.42180581292,4
1420,5.0,4.0,5.0,28,2378406.7206379483,1
1421,5.0,5.0,4.0,69,967421.4714326513,1
1422,4.0,5.0,4.0,50,1166217.9995110629,2
1423,5.0,5.0,4.0,75,48407.63673449766,2
1424,5.0,5.0,5.0,43,3613353.911120662,3
1425,4.0,5.0,5.0,58,3029257.348462474,1
1426,5.0,5.0,4.0,44,307655.73544548673,1
1427,5.0,5.0,4.0,55,1330420.5426018855,0
1428,5.0,5.0,4.0,67,1147172.194769992,2
1429,5.0,5.0,5.0,36,2258372.1670642816,4
1430,5.0,5.0,4.0,73,484621.4031511503,0
1431,4.0,4.0,5.0,29,162017.96589448536,1
1432,5.0,5.0,4.0,50,705681.4045793585,4
1433,4.0,5.0,5.0,51,534483.7932285768,1
1434,5.0,5.0,5.0,75,96144.75301199188,1
1435,5.0,5.0,4.0,48,158517.63710873158,2
1436,5.0,5.0,5.0,33,1859080.403903714,4
1437,5.0,5.0,5.0,46,3495349.6943172356,2
1438,4.0,5.0,5.0,51,169383.97514684233,4
1439,5.0,5.0,4.0,76,1667738.805655794,2
1440,5.0,5.0,5.0,57,895607.8358260788,1
1441,5.0,5.0,5.0,45,3118368.9796179305,4
1442,4.0,4.0,5.0,55,1564323.8704798308,2
1443,5.0,5.0,5.0,52,949161.6664207431,4
1444,4.0,5.0,4.0,54,479797.79643944284,2
1445,5.0,5.0,4.0,39,181154.10156151812,2
1446,5.0,5.0,5.0,34,2520461.107593649,3
1447,5.0,5.0,5.0,78,367268.1382019144,5
1448,5.0,4.0,4.0,37,3064155.563715407,5
1449,6.0,5.0,5.0,62,1445342.9128250561,4
1450,5.0,5.0,5.0,63,650031.7478247348,2
1451,5.0,5.0,4.0,46,1571328.501494671,5
1452,4.0,5.0,5.0,22,452014.8740241936,1
1453,5.0,4.0,4.0,55,243015.51825887946,3
1454,5.0,4.0,4.0,42,1316790.7648691945,2
1455,5.0,5.0,5.0,63,658498.8168506245,5
1456,5.0,5.0,5.0,77,3086914.339368602,3
1457,5.0,4.0,4.0,32,2879141.210412761,1
1458,5.0,5.0,5.0,29,1089706.8275907557,3
1459,5.0,5.0,4.0,57,33268.01019390036,4
1460,5.0,5.0,4.0,56,264518.0730331348,2
1461,5.0,5.0,5.0,79,810480.7628678085,5
1462,5.0,5.0,5.0,73,2646810.859776321,5
1463,5.0,5.0,5.0,58,733974.7162435511,4
1464,5.0,5.0,4.0,44,320442.6338152255,0
1465,5.0,4.0,4.0,36,1092937.9499609454,4
1466,4.0,4.0,4.0,51,591313.9231500552,0
1467,5.0,5.0,5.0,73,3341328.047316212,2
1468,5.0,5.0,4.0,63,269989.1273916716,4
1469,5.0,4.0,4.0,61,2006866.2608180237,2
1470,5.0,5.0,4.0,27,1175696.4535197734,0
1471,5.0,5.0,4.0,66,1006263.17173374,3
1472,5.0,5.0,4.0,55,2022434.6056641496,3
1473,5.0,5.0,4.0,53,2338761.328971395,3
1474,5.0,4.0,4.0,50,425908.9633222174,1
1475,5.0,5.0,4.0,36,1210545.5756297284,0
1476,4.0,5.0,4.0,28,125794.13967103936,3
1477,4.0,5.0,4.0,68,321385.2831395025,1
1478,4.0,5.0,4.0,58,366363.55233266193,1
1479,5.0,5.0,5.0,61,3264044.3083789204,2
1480,6.0,5.0,5.0,74,1986918.914328034,3
1481,5.0,5.0,5.0,36,1469344.6817214594,2
1482,4.0,4.0,4.0,28,1560671.3126871723,1
1483,5.0,5.0,5.0,39,1993624.8984815248,1
1484,5.0,5.0,5.0,39,1995147.2528801162,0
1485,5.0,5.0,5.0,33,2267254.122535191,4
1486,5.0,5.0,5.0,66,3458975.059805948,4
1487,5.0,5.0,5.0,37,2889946.9996461268,1
1488,5.0,4.0,5.0,63,4475315.471353346,1
1489,5.0,5.0,5.0,54,229011.165135799,3
1490,4.0,4.0,5.0,28,2234511.549513776,3
1491,5.0,5.0,5.0,39,2478822.3088387707,5
1492,5.0,5.0,5.0,53,1377741.6645423956,0
1493,5.0,5.0,4.0,47,1433146.847432417,3
1494,6.0,5.0,4.0,58,3020371.4387608618,3
1495,5.0,5.0,5.0,42,2508057.4781269,3
1496,5.0,5.0,4.0,61,1275350.15490635,4
1497,4.0,5.0,5.0,40,3421983.5527980844,4
1498,6.0,5.0,5.0,61,3362631.4551422154,5
1499,5.0,5.0,5.0,75,2764056.7215145663,2
1500,4.0,5.0,4.0,63,1231086.759325577,3
1501,5.0,5.0,4.0,69,303598.42192294373,1
1502,5.0,5.0,5.0,71,2239116.1847852315,2
1503,5.0,5.0,4.0,62,294151.8448259217,4
1504,5.0,5.0,4.0,37,758986.6600173301,4
1505,5.0,5.0,4.0,54,452012.6377534589,1
1506,5.0,5.0,4.0,72,2502098.4754633764,1
1507,5.0,5.0,5.0,80,1991120.0130675205,2
1508,5.0,5.0,4.0,74,882339.6461480842,1
1509,5.0,5.0,5.0,78,3815594.4034210653,3
1510,5.0,5.0,5.0,67,1887423.3910237825,1
1511,5.0,4.0,4.0,27,1994747.3504850222,3
1512,5.0,5.0,5.0,77,3214636.623549049,1
1513,4.0,5.0,4.0,64,3260509.3961564326,4
1514,5.0,5.0,5.0,52,112298.62095788357,3
1515,5.0,6.0,5.0,78,3470509.639628914,3
1516,5.0,5.0,5.0,59,2547424.879490181,0
1517,5.0,5.0,4.0,35,1558091.371680717,3
1518,5.0,4.0,4.0,23,372356.96409926965,4
1519,5.0,5.0,5.0,70,1565256.5990611555,1
1520,5.0,4.0,5.0,31,3687042.5392391835,1
1521,4.0,4.0,4.0,37,1523883.4274369935,2
1522,4.0,5.0,4.0,24,1704370.6121964853,0
1523,4.0,5.0,5.0,46,1149666.7569493374,2
1524,5.0,5.0,4.0,66,2511245.0597972013,1
1525,5.0,5.0,4.0,35,2161409.9488870758,1
1526,5.0,5.0,5.0,66,80694.90018798976,5
1527,5.0,5.0,4.0,70,725708.0110530551,2
1528,5.0,5.0,5.0,76,1170333.9989441347,1
1529,5.0,5.0,5.0,63,1512592.6438046168,4
1530,4.0,5.0,4.0,24,56414.60684798205,4
1531,4.0,4.0,5.0,55,1694548.7280069394,1
1532,4.0,5.0,5.0,54,1288035.645450452,4
1533,4.0,5.0,5.0,33,689759.8136966248,4
1534,5.0,5.0,4.0,72,975901.9709169753,1
1535,4.0,5.0,5.0,66,135053.43280356852,5
1536,4.0,5.0,4.0,26,1152280.625674888,3
1537,5.0,5.0,5.0,67,894292.8631763314,2
1538,5.0,5.0,5.0,55,2950442.065500816,2
1539,5.0,5.0,4.0,54,976020.0915172063,1
1540,5.0,5.0,4.0,47,292551.7952426937,3
1541,5.0,5.0,4.0,66,779850.4030461339,1
1542,4.0,5.0,4.0,25,954821.5152161332,2
1543,5.0,5.0,5.0,22,73989.24031472742,3
1544,5.0,5.0,5.0,43,2295340.312657022,5
1545,5.0,5.0,5.0,67,2372229.357101679,1
1546,5.0,6.0,5.0,78,772019.2771775763,4
1547,5.0,5.0,5.0,77,286984.2209017226,1
1548,5.0,5.0,5.0,41,1050046.5993563323,1
1549,5.0,5.0,4.0,27,1424714.1995186196,5
1550,5.0,5.0,5.0,70,896480.3699237128,0
1551,5.0,5.0,4.0,49,478605.99007361114,3
1552,5.0,5.0,4.0,56,1221615.0047113444,4
1553,5.0,4.0,4.0,67,889490.8558390902,3
1554,4.0,6.0,5.0,68,2299991.1601111516,2
1555,5.0,5.0,5.0,33,3514315.249247832,2
1556,5.0,5.0,5.0,66,2114240.614726207,0
1557,5.0,5.0,5.0,60,763811.1236555362,5
1558,5.0,5.0,4.0,56,167308.38436786467,0
1559,5.0,5.0,4.0,37,570354.5649228975,5
1560,5.0,5.0,4.0,44,3465572.677659906,1
1561,5.0,5.0,5.0,48,400278.49643547833,0
1562,5.0,5.0,4.0,54,664012.489864973,2
1563,4.0,5.0,5.0,23,1854980.0031462477,4
1564,4.0,4.0,5.0,43,1406274.0561628628,2
1565,4.0,4.0,5.0,45,906457.6671812818,4
1566,5.0,4.0,4.0,51,672002.9372346909,2
1567,5.0,5.0,4.0,60,1777583.9951082661,1
1568,5.0,5.0,4.0,28,2435876.719523109,2
1569,5.0,4.0,5.0,46,1378610.3016439655,4
1570,5.0,5.0,4.0,77,2240079.9802478054,1
1571,5.0,5.0,4.0,65,560048.3441827486,2
1572,5.0,5.0,4.0,59,1986278.2507301064,3
1573,5.0,5.0,4.0,68,887086.6585577453,3
1574,5.0,5.0,5.0,63,3229952.7239248906,3
1575,4.0,5.0,4.0,27,123433.490471353,3
1576,5.0,5.0,5.0,58,61391.50479893995,1
1577,4.0,5.0,5.0,29,1316476.8541543854,3
1578,5.0,5.0,4.0,39,1848344.3671905259,1
1579,5.0,5.0,4.0,52,1387229.053632568,1
1580,5.0,5.0,4.0,70,2347249.171355092,0
1581,5.0,5.0,5.0,30,1510322.751123222,0
1582,5.0,4.0,4.0,51,2330977.7283828063,3
1583,4.0,5.0,5.0,76,934965.5194786221,3
1584,5.0,5.0,5.0,40,3752161.28853129,4
1585,5.0,5.0,5.0,73,1472212.9847541437,4
1586,4.0,5.0,5.0,51,1587517.4539658143,1
1587,5.0,5.0,5.0,59,1495938.7561031368,5
1588,5.0,4.0,5.0,34,847023.4991547975,2
1589,5.0,5.0,5.0,70,101031.95106449859,5
1590,5.0,5.0,4.0,32,836699.7256387293,1
1591,5.0,5.0,4.0,43,1059122.8538865543,4
1592,5.0,5.0,5.0,73,3514254.054418935,1
1593,5.0,5.0,4.0,75,518991.4117079059,1
1594,5.0,5.0,4.0,71,555352.5171446049,3
1595,4.0,4.0,5.0,48,151103.69400903213,5
1596,5.0,5.0,4.0,56,1841653.7494931228,2
1597,4.0,4.0,4.0,37,1633254.0083791302,0
1598,5.0,5.0,5.0,68,188888.6656483191,2
1599,5.0,5.0,5.0,72,254499.7292569129,5
1600,5.0,5.0,4.0,70,12790.377965746226,2
1601,5.0,5.0,5.0,66,3292634.4234022144,5
1602,5.0,4.0,5.0,32,1447599.7472301144,3
1603,5.0,6.0,5.0,61,3422463.4228409952,4
1604,5.0,5.0,4.0,28,388977.57051906956,1
1605,5.0,5.0,5.0,29,854752.330353955,3
1606,5.0,5.0,5.0,27,267283.2791205315,3
1607,5.0,5.0,4.0,27,8976.510141355255,5
1608,4.0,5.0,4.0,63,2731275.1659697187,5
1609,5.0,5.0,5.0,72,1111786.6328586806,5
1610,4.0,5.0,5.0,49,1950797.1891127517,3
1611,5.0,5.0,5.0,55,431043.1796167424,4
1612,5.0,5.0,4.0,65,9784.836966291732,3
1613,5.0,5.0,5.0,74,40861.93012707851,3
1614,5.0,5.0,4.0,54,960323.896274598,1
1615,4.0,6.0,5.0,57,345630.01468737144,5
1616,5.0,5.0,4.0,53,1062716.1448996814,3
1617,5.0,5.0,5.0,73,701839.9360572131,5
1618,5.0,5.0,4.0,78,340694.5092767727,2
1619,4.0,5.0,4.0,40,24131.218815804932,4
1620,5.0,4.0,4.0,65,3927803.2107109353,3
1621,4.0,5.0,4.0,79,159885.51505267012,1
1622,5.0,5.0,5.0,72,897525.8686623971,3
1623,4.0,5.0,5.0,49,904705.0539564283,5
1624,5.0,5.0,5.0,68,3188802.3816689183,5
1625,4.0,5.0,5.0,33,1635344.9041762552,3
1626,5.0,5.0,4.0,75,245504.18640536032,2
1627,4.0,4.0,4.0,61,2066764.2740018521,1
1628,5.0,5.0,5.0,40,713012.3201061422,3
1629,5.0,5.0,4.0,46,1302638.2070179898,5
1630,5.0,5.0,5.0,53,1539542.5842905368,2
1631,5.0,5.0,5.0,78,2894774.052290635,3
1632,5.0,5.0,5.0,21,3845922.6556744687,3
1633,5.0,4.0,4.0,55,1550963.072533416,1
1634,5.0,5.0,5.0,69,935768.9593440288,3
1635,5.0,4.0,4.0,33,1625399.731874701,4
1636,5.0,5.0,5.0,35,758750.2946644004,1
1637,5.0,5.0,5.0,73,1658337.9563881422,3
1638,5.0,5.0,4.0,24,8702.746457624477,3
1639,5.0,5.0,5.0,22,755393.5497637143,3
1640,5.0,5.0,4.0,43,667542.3184486661,4
1641,4.0,5.0,4.0,40,193737.29084425472,0
1642,5.0,5.0,4.0,61,1533798.2442993242,5
1643,5.0,5.0,5.0,56,2772861.1240805453,3
1644,5.0,5.0,5.0,55,871760.3674108449,5
1645,5.0,5.0,4.0,44,2791957.443806401,1
1646,4.0,5.0,5.0,72,1218901.5118756786,0
1647,4.0,5.0,4.0,42,10816.546002249683,2
1648,5.0,5.0,5.0,77,1826877.6621443671,3
1649,4.0,5.0,5.0,55,414234.8729698353,3
1650,5.0,4.0,4.0,27,56042.45156196674,2
1651,5.0,4.0,4.0,57,683273.5849107608,1
1652,4.0,4.0,4.0,30,612756.6280288382,2
1653,5.0,5.0,5.0,79,865182.5570772704,1
1654,4.0,5.0,4.0,39,1628835.6348440486,4
1655,5.0,5.0,5.0,50,1975275.9701580564,4
1656,5.0,5.0,4.0,71,1405790.013996336,1
1657,5.0,5.0,4.0,49,1048166.4408063557,1
1658,5.0,5.0,4.0,26,1479238.2901623324,3
1659,5.0,5.0,4.0,21,2576549.9898287524,4
1660,5.0,6.0,5.0,80,2371331.3218716574,4
1661,5.0,5.0,5.0,29,127723.18382953673,1
1662,5.0,4.0,5.0,23,801641.2509137777,1
1663,5.0,5.0,5.0,65,1148507.4944025541,5
1664,5.0,5.0,4.0,28,1048761.5799290794,0
1665,4.0,4.0,4.0,22,676052.1952923948,2
1666,6.0,5.0,4.0,76,2827450.153220785,4
1667,4.0,5.0,4.0,51,65014.8229495584,3
1668,5.0,4.0,4.0,28,161097.81904575738,1
1669,5.0,5.0,4.0,65,641975.7297428569,2
1670,5.0,5.0,5.0,57,352677.6779264512,1
1671,5.0,5.0,5.0,56,2142283.4046150455,0
1672,5.0,4.0,4.0,30,2938312.1442379444,3
1673,5.0,5.0,5.0,45,2871752.281946837,2
1674,5.0,5.0,4.0,46,548005.2618171399,4
1675,5.0,5.0,5.0,38,695961.6467719942,3
1676,5.0,4.0,4.0,25,792918.6235814912,5
1677,5.0,5.0,4.0,30,646220.7079140592,2
1678,5.0,5.0,4.0,25,3163181.272974106,3
1679,5.0,5.0,5.0,55,1075100.6500959864,2
1680,5.0,6.0,5.0,79,2327202.8128602584,4
1681,5.0,5.0,4.0,48,269737.2616035426,3
1682,4.0,5.0,4.0,52,2139589.7323055975,3
1683,5.0,5.0,4.0,28,2712602.204598768,4
1684,4.0,4.0,5.0,22,1605857.0410329371,2
1685,5.0,5.0,5.0,52,2148656.5229427046,1
1686,4.0,5.0,4.0,34,2201227.313299204,2
1687,5.0,4.0,5.0,30,2266278.2170134145,1
1688,5.0,4.0,4.0,63,1345743.6829330295,1
1689,5.0,5.0,5.0,79,1945019.3890573448,4
1690,5.0,4.0,4.0,28,640921.5637971744,2
1691,5.0,5.0,4.0,27,2656676.4141382184,0
1692,5.0,4.0,4.0,30,621974.6284791994,1
1693,5.0,5.0,5.0,47,3440124.243467745,4
1694,5.0,5.0,5.0,54,2953218.1165588773,5
1695,5.0,5.0,4.0,71,3674472.791576606,3
1696,5.0,5.0,5.0,34,1040832.9656252319,3
1697,5.0,5.0,5.0,76,595105.9871032877,3
1698,4.0,5.0,5.0,78,2246828.0475755837,1
1699,5.0,5.0,4.0,32,59040.88650842243,0
1700,5.0,5.0,4.0,55,3936237.9698909745,0
1701,5.0,5.0,5.0,58,1247190.6626632002,5
1702,5.0,5.0,4.0,66,2363129.067075726,2
1703,5.0,5.0,4.0,43,1056372.303529049,1
1704,5.0,4.0,4.0,32,2527716.2997242194,1
1705,5.0,5.0,5.0,59,1483672.3874920798,3
1706,4.0,4.0,4.0,45,505901.7005883376,4
1707,5.0,5.0,5.0,69,1350696.7434544582,2
1708,5.0,4.0,5.0,25,663581.2855126616,1
1709,5.0,5.0,4.0,74,1650611.6421533057,0
1710,4.0,6.0,5.0,64,2506530.0118271746,3
1711,5.0,4.0,4.0,57,527216.773315487,3
1712,5.0,5.0,4.0,65,3504264.5734559707,0
1713,5.0,5.0,5.0,55,1151812.2333868742,3
1714,4.0,5.0,4.0,37,588753.0164047278,5
1715,5.0,5.0,5.0,74,1942547.6906830403,1
1716,5.0,4.0,4.0,60,4504384.232070964,2
1717,5.0,5.0,4.0,52,342289.87821464887,5
1718,5.0,5.0,5.0,31,883631.5933690126,4
1719,5.0,4.0,4.0,35,2627112.1903059604,1
1720,4.0,5.0,5.0,65,4126265.071678864,3
1721,5.0,5.0,4.0,68,1754571.5148184986,1
1722,5.0,5.0,4.0,45,289798.82504933217,1
1723,5.0,5.0,5.0,56,587577.784416406,4
1724,5.0,5.0,5.0,63,1600043.8120264537,5
1725,5.0,5.0,4.0,49,1215749.4260354424,0
1726,4.0,5.0,4.0,46,1893796.179692181,0
1727,5.0,5.0,5.0,41,1041455.815492649,4
1728,5.0,4.0,4.0,55,113434.13270721304,2
1729,4.0,4.0,5.0,29,1509986.4168922044,0
1730,5.0,5.0,4.0,78,3655197.4543313514,2
1731,5.0,5.0,4.0,73,14822.587888448368,4
1732,5.0,5.0,5.0,69,116857.67107239175,1
1733,5.0,5.0,4.0,56,336598.9544353942,2
1734,4.0,5.0,5.0,79,3717.799933363186,4
1735,4.0,5.0,4.0,63,396172.5680343936,1
1736,5.0,5.0,5.0,31,318623.19206384494,3
1737,5.0,5.0,4.0,57,1733001.8519021862,2
1738,4.0,5.0,5.0,48,535559.2654181563,0
1739,5.0,5.0,5.0,37,3193334.721350007,4
1740,5.0,5.0,5.0,44,67604.91964236893,3
1741,5.0,5.0,5.0,75,2433043.233108574,4
1742,4.0,5.0,4.0,61,674948.0776241174,2
1743,5.0,5.0,5.0,31,1075091.4710101567,4
1744,5.0,5.0,4.0,35,269456.7059460679,1
1745,5.0,5.0,4.0,68,2763558.0152726797,1
1746,5.0,5.0,5.0,46,1417102.402308741,5
1747,5.0,5.0,4.0,45,429514.56183628447,2
1748,4.0,5.0,4.0,23,282889.8002473018,2
1749,5.0,4.0,4.0,49,74237.45639186629,0
1750,5.0,5.0,4.0,31,686754.0920691423,2
1751,5.0,4.0,4.0,47,784770.02236501,5
1752,4.0,5.0,4.0,29,976327.4380182369,3
1753,4.0,5.0,5.0,28,152062.67068560765,3
1754,5.0,5.0,5.0,73,1877940.8258784753,3
1755,5.0,5.0,4.0,50,2009235.8055438225,4
1756,5.0,5.0,5.0,29,3919590.0984326694,3
1757,5.0,4.0,5.0,36,2233458.903394443,5
1758,5.0,5.0,4.0,40,1496157.5386767033,4
1759,5.0,5.0,4.0,35,4455622.619495296,2
1760,5.0,5.0,5.0,63,1350424.3532661514,3
1761,5.0,5.0,4.0,79,1953381.628222114,2
1762,5.0,4.0,5.0,39,225595.22917992735,3
1763,5.0,5.0,4.0,34,1114227.7180501132,3
1764,5.0,5.0,4.0,50,1272021.2380389962,0
1765,5.0,5.0,5.0,44,1894944.116704077,1
1766,4.0,5.0,5.0,58,1143586.7724302446,4
1767,5.0,5.0,4.0,61,1580794.099212523,4
1768,4.0,5.0,5.0,34,2507894.8678321843,4
1769,5.0,5.0,4.0,79,184999.07333938914,3
1770,4.0,5.0,4.0,26,724617.2511835835,1
1771,5.0,5.0,5.0,32,100285.53842554856,5
1772,5.0,5.0,4.0,52,2272126.373782161,4
1773,5.0,4.0,4.0,51,430283.88528216275,1
1774,5.0,5.0,5.0,22,3137753.492282877,3
1775,4.0,5.0,4.0,74,1129691.235286539,0
1776,4.0,5.0,4.0,51,1275646.1066372832,3
1777,5.0,5.0,4.0,37,2673888.5012984746,2
1778,5.0,5.0,4.0,26,807004.4791860359,0
1779,5.0,5.0,4.0,57,2952891.592402437,4
1780,5.0,4.0,4.0,47,1872329.6755090235,1
1781,5.0,5.0,5.0,78,1584906.2823228166,1
1782,5.0,5.0,5.0,66,3480001.7672248953,2
1783,5.0,5.0,5.0,63,4167284.1281545404,0
1784,5.0,5.0,4.0,35,1080835.2111014242,1
1785,5.0,5.0,4.0,44,2063674.6696313985,3
1786,5.0,5.0,5.0,80,4081134.6984564946,4
1787,5.0,5.0,5.0,60,2176431.1503058816,4
1788,5.0,5.0,5.0,55,1622451.5069528727,0
1789,4.0,4.0,5.0,30,2749209.289858626,1
1790,5.0,5.0,5.0,56,381875.41039097775,5
1791,5.0,5.0,4.0,76,1519538.2677638375,3
1792,5.0,5.0,5.0,76,342405.82422494114,3
1793,5.0,5.0,4.0,33,171266.2630896916,1
1794,5.0,5.0,4.0,58,22349.48745437282,1
1795,4.0,5.0,4.0,28,694273.5095799956,5
1796,5.0,5.0,5.0,44,1986585.4727446458,4
1797,5.0,4.0,5.0,54,2077130.8007698962,0
1798,5.0,5.0,4.0,74,1308384.5138467343,2
1799,5.0,5.0,4.0,56,2812735.3205474727,0
1800,5.0,5.0,4.0,25,92264.22952227975,4
1801,5.0,5.0,4.0,58,721524.6810446429,4
1802,5.0,5.0,4.0,70,1762794.6586712096,0
1803,6.0,5.0,4.0,73,1563135.8199962387,5
1804,5.0,5.0,4.0,59,643739.4503574789,2
1805,5.0,5.0,4.0,26,546520.004844619,4
1806,5.0,5.0,5.0,56,1444858.416627902,4
1807,4.0,4.0,5.0,39,253680.30507179286,0
1808,4.0,5.0,4.0,27,506645.52264808706,2
1809,5.0,5.0,5.0,69,1311111.1405026393,4
1810,5.0,5.0,4.0,29,667878.4444773728,4
1811,6.0,5.0,5.0,64,2056247.8945678752,5
1812,5.0,5.0,4.0,73,3187606.059716238,1
1813,5.0,5.0,5.0,54,2481562.089721808,3
